,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
3271,-407.8185119628906,75.58031463623047,-11.852914810180664,31.199960708618164,-16.573089599609375,-0.07874787598848343,-19.233413696289062,-16.123476028442383,-11.136885643005371,2.9046378135681152,-16.962236404418945,7.695117473602295,-9.090475082397461,5.097071170806885,-5.907622814178467,-6.507387161254883,0.5111284852027893,-2.4992120265960693,-10.45213794708252,2.22965669631958,-7.740816593170166,0.5475872159004211,-2.062314033508301,4.81207799911499,-4.259841442108154,0.4095301330089569,-4.040665149688721,0.2466280609369278,2.4998953342437744,6.269277572631836,3.1026957035064697,6.114077568054199,2.6790120601654053,2.4256975650787354,2.856661319732666,-1.094635248184204,4.984156131744385,1.410011887550354,6.676675319671631,3.8777248859405518,disgust
2217,-490.924560546875,68.1678237915039,-37.3641242980957,12.552230834960938,10.389737129211426,-25.860633850097656,-12.941108703613281,-0.182180717587471,-16.258718490600586,-6.914003372192383,-9.065495491027832,0.6247442364692688,-10.292305946350098,4.612371921539307,-8.532011985778809,-1.523253083229065,-1.7697510719299316,-0.9993798732757568,-13.251350402832031,6.761409759521484,-10.18485164642334,-4.167765140533447,-3.607343912124634,-4.483099460601807,-4.6833720207214355,-3.404979705810547,-4.7023234367370605,-2.534830331802368,-1.9037548303604126,-3.3629815578460693,1.5769132375717163,-0.7608572840690613,-3.6105899810791016,-1.5875052213668823,-1.6825631856918335,-0.39403629302978516,5.214158535003662,5.643188953399658,9.103163719177246,7.102724552154541,happy
2592,-529.3802490234375,95.8260498046875,23.74242401123047,14.62059497833252,12.30625057220459,16.722518920898438,-14.065590858459473,-16.775554656982422,-16.231931686401367,8.377729415893555,-19.40534210205078,2.2376441955566406,-10.337282180786133,0.6759984493255615,3.0207598209381104,5.366485118865967,1.1830227375030518,5.5988054275512695,-1.3234742879867554,-5.927134990692139,1.9010103940963745,-6.473257541656494,-2.5140092372894287,-0.5538303852081299,-7.361961841583252,-1.600043773651123,-2.49440336227417,0.9063760638237,-1.8383241891860962,5.984214782714844,8.079154014587402,10.309093475341797,12.838899612426758,11.613511085510254,9.688628196716309,6.541067600250244,12.098081588745117,13.072272300720215,8.871688842773438,10.364814758300781,sad
1999,-425.5754699707031,96.20785522460938,22.1873836517334,-11.168184280395508,-12.332258224487305,1.8498481512069702,-13.793641090393066,5.021161079406738,-27.955350875854492,5.088209629058838,-23.44009017944336,-4.186539173126221,-11.19175910949707,2.4509167671203613,-4.12405252456665,6.286780834197998,-5.555449962615967,12.404476165771484,-1.9698203802108765,1.219239354133606,-2.247180461883545,3.2246813774108887,-5.158686637878418,5.154414176940918,-1.7761670351028442,1.8122491836547852,-2.0319368839263916,5.575504302978516,1.2179335355758667,3.193242073059082,-0.5348654389381409,0.1034340113401413,1.1487427949905396,-1.7516919374465942,5.743082046508789,7.703988552093506,14.1881685256958,17.47183609008789,17.15036964416504,13.509791374206543,surprised
1813,-334.0185852050781,33.77391815185547,-12.455565452575684,10.638280868530273,-24.16693115234375,2.0936076641082764,-19.775920867919922,-1.6501692533493042,-18.28342628479004,11.165318489074707,-10.102086067199707,10.669951438903809,-6.907246112823486,9.122239112854004,-11.584238052368164,9.171792030334473,0.5353736281394958,3.3362059593200684,-0.7024546265602112,9.512191772460938,-3.8070218563079834,4.745904922485352,-3.2146787643432617,3.1119332313537598,-2.36265230178833,0.2948053777217865,1.9142106771469116,1.3580195903778076,1.0656098127365112,5.125305652618408,2.2873342037200928,10.601710319519043,5.131335735321045,4.419235706329346,5.268476963043213,2.94171404838562,0.3237283229827881,3.4323415756225586,1.7958457469940186,1.221627116203308,surprised
2347,-432.1249084472656,98.76331329345703,4.232193946838379,-8.394062995910645,-4.880286693572998,6.397870063781738,-10.796588897705078,4.928858280181885,-18.781957626342773,5.9304585456848145,-17.703866958618164,-0.10854838788509369,-1.3911583423614502,-2.3088176250457764,-3.0772545337677,-0.35467401146888733,-0.5985280275344849,6.108349800109863,-0.6290475130081177,0.11752448976039886,2.1609973907470703,7.344563007354736,-1.6824944019317627,3.8381993770599365,-2.2715773582458496,1.8703398704528809,-2.168462038040161,2.3063976764678955,-0.4561736583709717,4.891840934753418,3.1100409030914307,1.447352409362793,2.3850018978118896,0.9374979734420776,6.429642677307129,3.5798776149749756,8.493937492370605,11.186049461364746,11.787083625793457,11.313434600830078,surprised
1362,-490.3381652832031,76.14677429199219,3.290395498275757,9.950233459472656,7.540857791900635,10.653139114379883,-13.475532531738281,4.587189197540283,-16.540122985839844,5.004417419433594,-11.837372779846191,6.03032112121582,-7.8386406898498535,8.599370956420898,1.925523281097412,6.501004695892334,-4.648122787475586,8.667546272277832,-2.249168872833252,1.4021739959716797,2.639744520187378,1.5057942867279053,-3.8255832195281982,2.163074493408203,-7.416481018066406,-4.550508975982666,-5.550766468048096,0.8289556503295898,-2.1367852687835693,-0.8086346983909607,-5.176395893096924,-0.1479244828224182,-3.1458215713500977,4.946026802062988,17.013092041015625,26.69816780090332,33.71176528930664,26.493722915649414,17.009450912475586,4.122382640838623,neutral
4274,-424.9298095703125,67.94620513916016,-24.93028450012207,-8.277850151062012,-3.993025541305542,8.082318305969238,-22.86464500427246,2.8141822814941406,-16.582693099975586,3.806910753250122,-13.387419700622559,15.695561408996582,-4.3810906410217285,8.37240982055664,-0.19273056089878082,2.586601734161377,-7.898422718048096,-0.17789357900619507,-2.868246555328369,-8.313730239868164,-0.2406720519065857,2.566495656967163,-4.977076053619385,6.064986705780029,6.187953948974609,13.236734390258789,18.259580612182617,22.05158233642578,21.887794494628906,20.40387725830078,12.681909561157227,12.41039752960205,4.045994281768799,1.6961288452148438,5.365187644958496,0.711743175983429,4.3402533531188965,4.798886299133301,4.941127300262451,3.221989154815674,angry
4524,-351.1512756347656,65.4697494506836,-20.295974731445312,-12.346454620361328,-30.585678100585938,8.948480606079102,-11.191617012023926,-14.24710464477539,-8.426949501037598,11.984428405761719,-15.127786636352539,15.214012145996094,-11.7343168258667,15.565089225769043,-2.1105949878692627,5.076688766479492,3.572793483734131,8.900196075439453,-0.18806417286396027,6.3098015785217285,-5.984968185424805,7.629766941070557,-4.366427421569824,3.308182716369629,0.35444802045822144,0.15230105817317963,-1.327082872390747,3.4831109046936035,5.14888858795166,4.316714286804199,6.230003356933594,9.621870040893555,2.3327956199645996,1.701488971710205,1.348375916481018,2.779366970062256,4.591257095336914,1.2063941955566406,4.309121131896973,3.285226821899414,surprised
4560,-584.2161865234375,64.50011444091797,-7.355622291564941,14.940277099609375,1.0566270351409912,3.3066399097442627,-15.781593322753906,-3.081904888153076,-13.997285842895508,-10.4929838180542,-3.641550302505493,-5.2779998779296875,-3.9486348628997803,0.041301336139440536,-5.294891357421875,1.4061728715896606,-2.6691136360168457,0.6807055473327637,-5.60452938079834,2.0741965770721436,-5.197336196899414,-6.610747337341309,-0.240554079413414,-2.103058099746704,-7.460315704345703,3.0727698802948,-2.198986291885376,-1.7063878774642944,1.0897287130355835,-0.8819989562034607,1.6027473211288452,-0.6887171268463135,5.465963840484619,3.645418167114258,5.376091480255127,1.445716381072998,2.6996705532073975,3.3926174640655518,10.230047225952148,13.987065315246582,sad
